"MED_SCH_DATA_ID","ENTITY_ID","LABEL_FLAG","GRAD_STATUS","SCHOOL_NAME","GRAD_DT","SCHOOL_CD","INSERT_DTM","INSERT_USER_ID","END_DT","CITY","STATE_CD","ZIP","AMA_SCHOOL_CD","SEGMENT_ONLY_IND","COUNTRY_NAME","MATRICULATION_DT","DEGREE_CD","NSC_IND","NSC_DATE","NSC_USER_ID"
8012713,12758469,"D","Yes        ","Stanley Medical College",1962-01-01,"49516     ",2022/04/28:05:39:20 PM,"PEPFETL ",,"Madras                      ",,"          ",14806151,,"India",,"MD","N",,
8012714,12758586,"D","Yes        ","Stanley Medical College",1962-01-01,"49516     ",2022/04/28:05:39:20 PM,"PEPFETL ",,"Madras                      ",,"          ",14806151,,"India",,"MD","N",,
8699701,51407769,"D","Yes        ","University of Texas Medical Branch at Galveston",2022-06-155,"04802     ",2022/05/14:05:40:21 AM,"PEPFETL ",,"Galveston                   ","TX","77555     ",14798143,,"United States of America                                                   ",2018-08-239,"MD","N",,
8699702,51407782,"D","Yes        ","University of Texas Medical Branch at Galveston",2022-06-155,"04802     ",2022/05/14:05:40:21 AM,"PEPFETL ",,"Galveston                   ","TX","77555     ",14798143,,"United States of America                                                   ",2018-08-239,"MD","N",,
8718000,49397591,"D","Yes        ","All India Institute of Medical Sciences, Jodhpur",2018-01-01,"49773     ",2022/05/22:05:39:52 AM,"PEPFETL ",,"Rajasthan                   ",,"          ",56111403,,"India",,"MD","N",,
8699703,51407795,"D","Yes        ","University of Texas Medical Branch at Galveston",2022-06-155,"04802     ",2022/05/14:05:40:21 AM,"PEPFETL ",,"Galveston                   ","TX","77555     ",14798143,,"United States of America                                                   ",2018-08-239,"MD","N",,
6927188,1733884,"D","Yes        ","Loma Linda University School of Medicine",1935-01-01,"00512     ",2022/04/28:05:28:26 PM,"PEPFETL ",,"Loma Linda                  ","CA","92354     ",14794919,,"United States of America                                                   ",,"MD","N",,
6927189,1734001,"D","Yes        ","Loma Linda University School of Medicine",1935-01-01,"00512     ",2022/04/28:05:28:26 PM,"PEPFETL ",,"Loma Linda                  ","CA","92354     ",14794919,,"United States of America                                                   ",,"MD","N",,
6927190,1734118,"D","Yes        ","Loma Linda University School of Medicine",1935-01-01,"00512     ",2022/04/28:05:28:26 PM,"PEPFETL ",,"Loma Linda                  ","CA","92354     ",14794919,,"United States of America                                                   ",,"MD","N",,
6927191,1734235,"D","Yes        ","Loma Linda University School of Medicine",1935-01-01,"00512     ",2022/04/28:05:28:26 PM,"PEPFETL ",,"Loma Linda                  ","CA","92354     ",14794919,,"United States of America                                                   ",,"MD","N",,
6927192,1734352,"D","Yes        ","Loma Linda University School of Medicine",1935-01-01,"00512     ",2022/04/28:05:28:26 PM,"PEPFETL ",,"Loma Linda                  ","CA","92354     ",14794919,,"United States of America                                                   ",,"MD","N",,
6927193,1734469,"D","Yes        ","Loma Linda University School of Medicine",1935-01-01,"00512     ",2022/04/28:05:28:26 PM,"PEPFETL ",,"Loma Linda                  ","CA","92354     ",14794919,,"United States of America                                                   ",,"MD","N",,
7110099,2469151,"D","Yes        ","Georgetown University School of Medicine",1984-05-122,"01002     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Washington                  ","DC","20007     ",14795166,,"United States of America                                                   ",,"MD","N",,
7110100,2469268,"D","Yes        ","Georgetown University School of Medicine",1984-01-01,"01002     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Washington                  ","DC","20007     ",14795166,,"United States of America                                                   ",,"MD","N",,
7110101,2469385,"D","Yes        ","Georgetown University School of Medicine",1984-05-122,"01002     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Washington                  ","DC","20007     ",14795166,,"United States of America                                                   ",,"MD","N",,
7110102,2113952,"D","Yes        ","University of Colorado School of Medicine",1964-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110103,2114069,"D","Yes        ","University of Colorado School of Medicine",1965-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110104,2114186,"D","Yes        ","University of Colorado School of Medicine",1965-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110105,2114303,"D","Yes        ","University of Colorado School of Medicine",1965-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110106,2114420,"D","Yes        ","University of Colorado School of Medicine",1965-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110107,2114537,"D","Yes        ","University of Colorado School of Medicine",1965-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110108,2114654,"D","Yes        ","University of Colorado School of Medicine",1965-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110109,2114771,"D","Yes        ","University of Colorado School of Medicine",1965-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110110,2114888,"D","Yes        ","University of Colorado School of Medicine",1965-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110111,2115005,"D","Yes        ","University of Colorado School of Medicine",1965-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110112,2115122,"D","Yes        ","University of Colorado School of Medicine",1966-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110113,2115239,"D","Yes        ","University of Colorado School of Medicine",1966-01-01,"00702     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Denver                      ","CO","80220     ",14795075,,"United States of America                                                   ",,"MD","N",,
7110114,4058219,"D","Yes        ","University of Iowa",1990-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110115,4058336,"D","Yes        ","University of Iowa",1990-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110116,4058466,"D","Yes        ","University of Iowa",1990-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110117,4058622,"D","Yes        ","University of Iowa",1990-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110118,4058739,"D","Yes        ","University of Iowa",1990-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110119,4058856,"D","Yes        ","University of Iowa",1990-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110120,4058973,"D","Yes        ","University of Iowa",1990-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110121,4059090,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110122,4059207,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110123,4059324,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110124,4059441,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110125,4059558,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110126,4059675,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110127,4059792,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110128,4059909,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110129,4060026,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110130,4060143,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110131,4060273,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110132,4060390,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110133,4060507,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110134,4060624,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110135,4060741,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110136,4060871,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110137,4060988,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110138,4061118,"D","Yes        ","University of Iowa",1991-12-335,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110139,4061235,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110140,4061352,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110141,4061469,"D","Yes        ","University of Iowa",1991-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110142,4061586,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110143,4061703,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110144,4061820,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110145,4061963,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110146,4062080,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110147,4062197,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110148,4062340,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110149,4062470,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110150,4062587,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110151,4062717,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110152,4062834,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110153,4062951,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110154,4063081,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110155,4063211,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110156,4063341,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110157,4063497,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110158,4063614,"D","Yes        ","University of Iowa",1995-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110159,4063744,"D","Yes        ","University of Iowa",1992-05-122,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110160,4063861,"D","Yes        ","University of Iowa",1993-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110161,4063978,"D","Yes        ","University of Iowa",1993-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110162,4064095,"D","Yes        ","University of Iowa",1993-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110163,4064212,"D","Yes        ","University of Iowa",1994-05-121,"01803     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Iowa City                   ","IA","52242     ",14795829,,"United States of America                                                   ",,"MD","N",,
7110164,3891650,"D","Yes        ","Indiana University School of Medicine",1981-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110165,3891767,"D","Yes        ","Indiana University School of Medicine",1981-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110166,3891936,"D","Yes        ","Indiana University School of Medicine",1981-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110167,3892066,"D","Yes        ","Indiana University School of Medicine",1981-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110168,3892183,"D","Yes        ","Indiana University School of Medicine",1981-06-152,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110169,3892300,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110170,3892417,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110171,3892534,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110172,3892651,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110173,3892768,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110174,3892885,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110175,3893002,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110176,3893119,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110177,3893236,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110178,3893353,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110179,3893483,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110180,3893626,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7110181,3893756,"D","Yes        ","Indiana University School of Medicine",1982-05-121,"01720     ",2022/04/28:05:30:36 PM,"PEPFETL ",,"Indianapolis                ","IN","46202     ",14795790,,"United States of America                                                   ",,"MD","N",,
7190040,4890154,"D","Yes        ","Johns Hopkins University School of Medicine",1974-01-01,"02307     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Baltimore                   ","MD","21205     ",14796232,,"United States of America                                                   ",,"MD","N",,
7190041,4890271,"D","Yes        ","Johns Hopkins University School of Medicine",1974-01-01,"02307     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Baltimore                   ","MD","21205     ",14796232,,"United States of America                                                   ",,"MD","N",,
7190042,4890388,"D","Yes        ","Johns Hopkins University School of Medicine",1974-01-01,"02307     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Baltimore                   ","MD","21205     ",14796232,,"United States of America                                                   ",,"MD","N",,
7190043,4890505,"D","Yes        ","Johns Hopkins University School of Medicine",1974-01-01,"02307     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Baltimore                   ","MD","21205     ",14796232,,"United States of America                                                   ",,"MD","N",,
7190044,4890622,"D","Yes        ","Johns Hopkins University School of Medicine",1975-01-01,"02307     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Baltimore                   ","MD","21205     ",14796232,,"United States of America                                                   ",,"MD","N",,
7190045,4890752,"D","Yes        ","Johns Hopkins University School of Medicine",1975-01-01,"02307     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Baltimore                   ","MD","21205     ",14796232,,"United States of America                                                   ",,"MD","N",,
7190046,4890869,"D","Yes        ","Johns Hopkins University School of Medicine",1975-01-01,"02307     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Baltimore                   ","MD","21205     ",14796232,,"United States of America                                                   ",,"MD","N",,
7190047,5043853,"D","Yes        ","Harvard Medical School",1960-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190048,5043970,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190049,5044087,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190050,5044204,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190051,5044321,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190052,5044438,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190053,5044555,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190054,5044672,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190055,5044789,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190056,5044906,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190057,5045023,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190058,5045140,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190059,5045257,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190060,5045374,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190061,5045491,"D","Yes        ","Harvard Medical School",1961-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190062,5045608,"D","Yes        ","Harvard Medical School",1962-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190063,5045725,"D","Yes        ","Harvard Medical School",1962-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190064,5045842,"D","Yes        ","Harvard Medical School",1962-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190065,5045959,"D","Yes        ","Harvard Medical School",1962-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190066,5046076,"D","Yes        ","Harvard Medical School",1962-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190067,5046193,"D","Yes        ","Harvard Medical School",1962-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190068,5046310,"D","Yes        ","Harvard Medical School",1962-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190069,5046427,"D","Yes        ","Harvard Medical School",1962-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190070,5046544,"D","Yes        ","Harvard Medical School",1962-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
7190071,5046661,"D","Yes        ","Harvard Medical School",1962-01-01,"02401     ",2022/04/28:05:31:27 PM,"PEPFETL ",,"Boston                      ","MA","02115     ",14796297,,"United States of America                                                   ",,"MD","N",,
