"ABMS_DATA_ID","ENTITY_ID","CERT_BOARD","CERTIFICATE","CERTIFICATE_TYPE","EFFECTIVE_DT","EXPIRATION_DT","LAST_REPORTED_DT","CERT_STAT_DESC","DURATION_TYPE_DESC","MOC_MET_RQT","REACTIVATION_DT","INSERT_DTM","INSERT_USER_ID","END_DT","CERTIFICATION_ID","ABMS_BIO_ID","MOC_PATHWAY_BRD_MSG","MOC_PATHWAY_ID","ABMS_RECORD_TYPE"
147206056,39498910,"American Board of Pediatrics","Pediatrics","General",2013-10-297,2019-12-365,,"Initial Certification","Maintenance of Certification","Y  ",,2019/04/07:05:01:44 AM,"PEPFETL ",,2100397,1035075,,,"Expired"
152198992,42971483,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2661462,1128944,,,"Active"
147207543,28603415,"American Board of Radiology","Diagnostic Radiology","General",2005-06-159,2016-12-365,,"Initial Certification","Time Limited","N  ",,2019/04/07:05:01:48 AM,"PEPFETL ",,1296847,818855,,,"Expired"
147207544,28603415,"American Board of Radiology","Diagnostic Radiology","General",2016-01-01,2019-03-61,,"Re-Certification","Maintenance of Certification","N  ",,2019/04/07:05:01:48 AM,"PEPFETL ",,2392071,818855,,,"Expired"
152198993,42824908,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2661463,1128945,,,"Active"
152198994,7091600,"American Board of Internal Medicine","Internal Medicine","General",1976-06-168,2021-02-48,2023-05-124,"Initial Certification","Lifetime","N  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,245840,112721,,,"Inactive"
152198995,43225347,"American Board of Internal Medicine","Internal Medicine","General",2017-08-236,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2562951,1127222,,,"Active"
152234094,48397527,"American Board of Radiology","Diagnostic Radiology","General",2017-10-294,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-03-75,2023/04/12:05:06:02 AM,"PEPFETL ",,2638016,1160827,,,"Active"
155275244,10556503,"American Board of Radiology","Neuroradiology","Sub-specialty",2015-11-316,2023-03-75,2023-05-124,"Re-Certification","Maintenance of Certification","N  ",,2023/05/03:05:16:58 AM,"PEPFETL ",,2319603,307277,,,"Inactive"
155275245,10556503,"American Board of Radiology","Neuroradiology","Sub-specialty",1995-11-308,2005-12-365,2023-05-124,"Initial Certification","Time Limited","N  ",,2023/05/03:05:16:58 AM,"PEPFETL ",,88081,307277,,,"Expired"
155275246,3682181,"American Board of Internal Medicine","Internal Medicine","General",2003-09-252,2014-12-365,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/05/03:05:16:58 AM,"PEPFETL ",,1181914,330732,,,"Expired"
152198996,43087313,"American Board of Internal Medicine","Internal Medicine","General",2017-08-236,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2562340,1127223,,,"Active"
152198997,43622861,"American Board of Internal Medicine","Internal Medicine","General",2017-08-230,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2561792,1127224,,,"Active"
155275247,3682181,"American Board of Internal Medicine","Internal Medicine","General",2013-12-352,2024-12-365,2023-05-124,"Re-Certification","Time Limited","Y  ",2024-04-92,2023/05/03:05:16:58 AM,"PEPFETL ",,2100915,330732,,,"Active"
152198998,47871079,"American Board of Internal Medicine","Internal Medicine","General",2017-08-236,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2563068,1127225,,,"Active"
152198999,28927115,"American Board of Internal Medicine","Internal Medicine","General",2017-08-236,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2556769,1127226,,,"Active"
152234095,39483843,"American Board of Radiology","Diagnostic Radiology","General",2017-10-294,2019-10-302,2023-05-124,"Initial Certification","Maintenance of Certification","N  ",,2023/04/12:05:06:02 AM,"PEPFETL ",,2638017,1160828,,,"Converted"
152199000,28927115,"American Board of Internal Medicine","Infectious Disease","Sub-specialty",2019-10-297,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2852846,1127226,,,"Active"
155275248,3682181,"American Board of Internal Medicine","Internal Medicine","General",1993-09-265,2004-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/05/03:05:16:58 AM,"PEPFETL ",,479188,330732,,,"Expired"
152199001,44051601,"American Board of Internal Medicine","Internal Medicine","General",2017-08-234,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2561395,1127227,,,"Active"
152199002,43909511,"American Board of Internal Medicine","Internal Medicine","General",2017-08-229,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2562367,1127228,,,"Active"
155271157,27112406,"American Board of Internal Medicine","Medical Oncology","Sub-specialty",2017-11-305,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2615199,1012024,,,"Active"
155271158,28871514,"American Board of Internal Medicine","Internal Medicine","General",2013-08-221,2015-08-216,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2078885,1009733,,,"Expired"
152199003,44016605,"American Board of Internal Medicine","Internal Medicine","General",2017-08-229,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2563591,1127229,,,"Active"
155271159,28871514,"American Board of Internal Medicine","Internal Medicine","General",2015-08-216,,2023-05-124,"Re-Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2285326,1009733,,,"Active"
147220024,43684858,"American Board of Obstetrics and Gynecology","Obstetrics & Gynecology","General",2020-12-365,2021-12-366,,"Re-Certification","Time Limited","Y  ",,2019/04/25:05:11:22 AM,"PEPFETL ",,2782272,1075735,,,"Active"
147220376,39282265,"American Board of Obstetrics and Gynecology","Obstetrics & Gynecology","General",2020-12-365,2021-12-366,,"Re-Certification","Time Limited","Y  ",,2019/04/25:05:11:23 AM,"PEPFETL ",,2782522,979889,,,"Active"
152199004,7484655,"American Board of Internal Medicine","Geriatric Medicine","Sub-specialty",1992-04-101,2003-12-365,2023-05-124,"Initial Certification","Time Limited","N  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,1029708,112722,,,"Expired"
152199005,7484655,"American Board of Internal Medicine","Internal Medicine","General",1977-06-173,,2023-05-124,"Initial Certification","Lifetime","N  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,245841,112722,,,"Active"
147221182,40105217,"American Board of Internal Medicine","Internal Medicine","General",2019-04-95,,,"Re-Certification","Maintenance of Certification","Y  ",2020-04-92,2019/04/25:05:11:31 AM,"PEPFETL ",,2783804,883847,,,"Active"
152199007,28887504,"American Board of Internal Medicine","Internal Medicine","General",2017-08-228,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2557766,1127231,,,"Active"
152199008,45045256,"American Board of Internal Medicine","Internal Medicine","General",2017-08-228,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2560204,1127233,,,"Active"
152199009,44488453,"American Board of Internal Medicine","Internal Medicine","General",2017-08-228,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2562662,1127234,,,"Active"
152199006,43999900,"American Board of Internal Medicine","Internal Medicine","General",2017-08-236,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2564174,1127230,,,"Active"
155271160,28871514,"American Board of Internal Medicine","Critical Care Medicine","Sub-specialty",2016-11-321,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2479890,1009733,,,"Active"
155271161,39237116,"American Board of Internal Medicine","Internal Medicine","General",2013-08-227,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2079137,1012663,,,"Active"
155271162,39237116,"American Board of Internal Medicine","Gastroenterology","Sub-specialty",2016-11-306,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2481220,1012663,,,"Active"
155271163,39237116,"American Board of Internal Medicine","Transplant Hepatology","Sub-specialty",2018-10-289,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2725101,1012663,,,"Active"
155271164,39088162,"American Board of Internal Medicine","Internal Medicine","General",2013-08-233,2015-08-216,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2079173,1012707,,,"Expired"
155271165,39088162,"American Board of Internal Medicine","Internal Medicine","General",2015-08-216,,2023-05-124,"Re-Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2285961,1012707,,,"Active"
155271166,39088162,"American Board of Internal Medicine","Nephrology","Sub-specialty",2016-11-314,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2492439,1012707,,,"Active"
155271167,39176133,"American Board of Internal Medicine","Internal Medicine","General",2013-08-218,2015-08-216,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2078843,1012585,,,"Expired"
155271169,39176133,"American Board of Internal Medicine","Hematology","Sub-specialty",2018-10-303,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2700136,1012585,,,"Active"
155271168,39176133,"American Board of Internal Medicine","Internal Medicine","General",2015-08-216,,2023-05-124,"Re-Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2284915,1012585,,,"Active"
155271170,39176133,"American Board of Internal Medicine","Medical Oncology","Sub-specialty",2019-10-296,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2851824,1012585,,,"Active"
147226288,40105217,"American Board of Internal Medicine","Internal Medicine","General",2008-08-238,2019-12-365,,"Initial Certification","Time Limited","Y  ",,2019/04/25:05:16:02 AM,"PEPFETL ",,1557027,883847,,,"Expired"
155271171,40509647,"American Board of Internal Medicine","Internal Medicine","General",2013-08-233,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2078872,1012598,,,"Active"
155271172,40509647,"American Board of Internal Medicine","Endocrinology, Diabetes and Metabolism","Sub-specialty",2015-11-306,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2364459,1012598,,,"Active"
155271175,39473430,"American Board of Internal Medicine","Sleep Medicine","Sub-specialty",2017-11-324,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2635404,1029720,,,"Active"
155271176,39473430,"American Board of Internal Medicine","Internal Medicine","General",2014-08-219,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2175928,1029720,,,"Active"
155271177,40476692,"American Board of Internal Medicine","Internal Medicine","General",2014-08-224,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2177817,1030843,,,"Active"
155271178,40476692,"American Board of Internal Medicine","Hematology","Sub-specialty",2017-10-304,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2614505,1030843,,,"Active"
155271179,40476692,"American Board of Internal Medicine","Medical Oncology","Sub-specialty",2017-11-305,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2615112,1030843,,,"Active"
155271180,40137613,"American Board of Internal Medicine","Internal Medicine","General",2016-08-238,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2438385,1030591,,,"Expired"
155271181,40560126,"American Board of Internal Medicine","Internal Medicine","General",2016-08-238,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2437482,1031365,,,"Expired"
155271182,39602156,"American Board of Internal Medicine","Internal Medicine","General",2014-08-232,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2178574,1032322,,,"Active"
155271183,27919823,"American Board of Internal Medicine","Internal Medicine","General",2014-08-232,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2177363,1031739,,,"Active"
155271184,27919823,"American Board of Internal Medicine","Geriatric Medicine","Sub-specialty",2015-10-274,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2367474,1031739,,,"Active"
155271185,27919823,"American Board of Internal Medicine","Rheumatology","Sub-specialty",2016-10-287,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2493952,1031739,,,"Active"
155271186,39947371,"American Board of Internal Medicine","Internal Medicine","General",2016-08-229,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2435414,1032451,,,"Expired"
147230574,28603415,"American Board of Radiology","Diagnostic Radiology","General",2017-06-165,,,"Re-Certification","Maintenance of Certification","N  ",2020-03-75,2019/04/25:05:16:07 AM,"PEPFETL ",,2642225,818855,,,"Active"
155271187,29442877,"American Board of Pediatrics","Pediatrics","General",2013-10-297,2023-02-46,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2097840,1032729,,,"Expired"
155271188,40223400,"American Board of Pediatrics","Sleep Medicine","Sub-specialty",2015-10-295,2020-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2388778,1034821,,,"Expired"
155271189,27159050,"American Board of Internal Medicine","Internal Medicine","General",2018-08-240,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2687757,1035390,,,"Active"
155271190,39947410,"American Board of Pediatrics","Pediatrics","General",2013-10-297,2020-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2099365,1034132,,,"Expired"
155271191,38900507,"American Board of Internal Medicine","Internal Medicine","General",2014-08-232,2020-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2175058,1035611,,,"Expired"
155271194,39695990,"American Board of Internal Medicine","Internal Medicine","General",2014-08-219,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2178538,1037150,,,"Active"
155271195,39695990,"American Board of Internal Medicine","Cardiovascular Disease","Sub-specialty",2017-09-269,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2581995,1037150,,,"Active"
155271196,40063630,"American Board of Internal Medicine","Internal Medicine","General",2014-08-225,2020-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2177348,1036158,,,"Expired"
147232858,45620558,"American Board of Preventive Medicine","Addiction Medicine*","Sub-specialty",2020-01-01,2030-12-365,,"Initial Certification","Time Limited","Y  ",,2019/05/12:05:01:54 AM,"PEPFETL ",,2784325,1186182,,,"Active"
155271197,39155255,"American Board of Internal Medicine","Internal Medicine","General",2015-08-230,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2309791,1036016,,,"Expired"
155271198,40265195,"American Board of Internal Medicine","Internal Medicine","General",2014-08-230,2023-02-32,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2176263,1038146,,,"Expired"
152199010,44913878,"American Board of Internal Medicine","Internal Medicine","General",2017-08-236,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2561595,1127235,,,"Expired"
152199011,39947800,"American Board of Internal Medicine","Internal Medicine","General",2017-08-236,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2561347,1127236,,,"Active"
152199012,43505549,"American Board of Internal Medicine","Internal Medicine","General",2017-08-233,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2563968,1127237,,,"Active"
155271199,40265195,"American Board of Internal Medicine","Endocrinology, Diabetes and Metabolism","Sub-specialty",2016-11-314,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2480950,1038146,,,"Active"
155271201,29602413,"American Board of Internal Medicine","Internal Medicine","General",2015-08-230,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2307190,1035580,,,"Active"
155271200,29393191,"American Board of Internal Medicine","Internal Medicine","General",2014-08-219,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2180226,1037482,,,"Active"
155271202,39793932,"American Board of Internal Medicine","Internal Medicine","General",2014-08-224,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2176671,1038627,,,"Active"
155271203,39093804,"American Board of Internal Medicine","Internal Medicine","General",2014-08-224,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2174910,1040155,,,"Active"
155271204,39093804,"American Board of Internal Medicine","Geriatric Medicine","Sub-specialty",2015-10-274,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:16:59 AM,"PEPFETL ",,2367444,1040155,,,"Active"
155271205,39096690,"American Board of Internal Medicine","Internal Medicine","General",2014-08-219,2020-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2175026,1040179,,,"Expired"
155271206,42759089,"American Board of Internal Medicine","Internal Medicine","General",2015-08-219,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2307459,1040689,,,"Expired"
155271207,28337396,"American Board of Internal Medicine","Internal Medicine","General",2015-08-219,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2307483,1041694,,,"Expired"
155271208,40559450,"American Board of Internal Medicine","Internal Medicine","General",2015-08-223,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2307457,1040683,,,"Expired"
155271209,22096148,"American Board of Surgery","Vascular Surgery","General",2014-05-139,2025-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2144920,1045313,,,"Active"
155271210,22215657,"American Board of Psychiatry and Neurology","Psychiatry","General",2014-09-258,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-03-61,2023/04/26:05:16:59 AM,"PEPFETL ",,2225163,1044191,,,"Active"
155271214,29490223,"American Board of Surgery","Surgery","General",2014-10-279,2026-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2172606,1054855,,,"Active"
155271215,29490223,"American Board of Surgery","Vascular Surgery","General",2018-05-141,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2662413,1054855,,,"Active"
155271216,22089804,"American Board of Surgery","Surgery","General",2014-10-281,2026-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2172708,1054957,,,"Active"
155271217,39449029,"American Board of Internal Medicine","Internal Medicine","General",2015-08-223,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2306764,1059459,,,"Expired"
155271218,40524727,"American Board of Internal Medicine","Internal Medicine","General",2015-08-223,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2306485,1059574,,,"Expired"
155271220,40390671,"American Board of Internal Medicine","Internal Medicine","General",2015-08-219,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2311028,1060293,,,"Expired"
155271219,42743593,"American Board of Internal Medicine","Internal Medicine","General",2015-08-215,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2308587,1056028,,,"Expired"
155271221,46606075,"American Board of Internal Medicine","Internal Medicine","General",2015-08-230,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2307910,1059786,,,"Expired"
155271222,43191092,"American Board of Internal Medicine","Internal Medicine","General",2015-08-224,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2307688,1059869,,,"Expired"
155271223,28932991,"American Board of Surgery","Surgery","General",2014-11-321,2026-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2205661,1060663,,,"Active"
155271226,29594548,"American Board of Pediatrics","Pediatrics","General",2014-10-282,2021-12-366,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2213601,1062333,,,"Expired"
155271227,39475185,"American Board of Pediatrics","Pediatrics","General",2014-10-282,2023-02-46,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2213328,1062078,,,"Expired"
155271228,39554199,"American Board of Pediatrics","Pediatrics","General",2014-10-282,2021-12-366,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2213065,1061837,,,"Expired"
155271229,39554199,"American Board of Pediatrics","Pediatric Hematology-Oncology","Sub-specialty",2019-04-101,2021-12-366,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2798045,1061837,,,"Expired"
155275249,7884431,"American Board of Physical Medicine and Rehabilitation","Sport Medicine","Sub-specialty",2008-09-245,2019-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/05/03:05:16:58 AM,"PEPFETL ",,1539794,333151,,,"Expired"
155275250,7884431,"American Board of Physical Medicine and Rehabilitation","Pain Medicine","Sub-specialty",2011-01-01,2021-12-366,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/05/03:05:16:58 AM,"PEPFETL ",,1763231,333151,,,"Expired"
155271230,39638946,"American Board of Pediatrics","Pediatrics","General",2014-10-282,2021-12-366,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2214712,1063351,,,"Expired"
155271231,39970576,"American Board of Pediatrics","Pediatrics","General",2014-10-282,2020-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2214860,1063485,,,"Expired"
155271232,27526794,"American Board of Surgery","Surgery","General",2015-06-154,2026-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2266803,1067932,,,"Active"
155271233,40446480,"American Board of Internal Medicine","Internal Medicine","General",2015-08-230,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2311657,1068526,,,"Expired"
155271234,43244860,"American Board of Internal Medicine","Internal Medicine","General",2015-08-224,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2307881,1068827,,,"Expired"
155271235,45670842,"American Board of Internal Medicine","Internal Medicine","General",2015-08-219,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2307830,1068818,,,"Expired"
155271236,40301699,"American Board of Internal Medicine","Internal Medicine","General",2015-08-223,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2308504,1068873,,,"Expired"
155271237,43340436,"American Board of Internal Medicine","Internal Medicine","General",2015-08-224,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2312153,1070716,,,"Expired"
155271238,40181462,"American Board of Internal Medicine","Internal Medicine","General",2015-08-230,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2312690,1069249,,,"Expired"
155271240,29539467,"American Board of Internal Medicine","Internal Medicine","General",2015-08-230,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2311321,1069953,,,"Expired"
155271239,40559489,"American Board of Internal Medicine","Internal Medicine","General",2015-08-230,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2312831,1070780,,,"Expired"
155271241,43512348,"American Board of Internal Medicine","Internal Medicine","General",2015-08-219,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2308095,1071111,,,"Expired"
155271242,40113394,"American Board of Internal Medicine","Internal Medicine","General",2015-08-219,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2312048,1070108,,,"Expired"
155271243,27957198,"American Board of Internal Medicine","Internal Medicine","General",2015-08-223,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:16:59 AM,"PEPFETL ",,2306676,1070294,,,"Expired"
