Number,Name,Address,Zipcode,City,State,PhoneType,QualityScore,Date,Notes,Provider,SICCode,SICDesc
5165628960,NORTHWELLHEALTH,,,,,BUSINESS,MED,2018-10-27,"IsConnected,IsPorted",CABLEVSN LGHTPATH NY,,
2069872177,CHILDRENS HOSPITAL REGIONAL MEDICAL CENTER,4800 SAND POINT WAY NE,98105-3901,SEATTLE,WA,BUSINESS,HIGH,2019-05-30,"IsMailable,IsConnected,IsPorted",CENTURYLINK COMM,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
6314447721,N Y STATE UNIV,,11733,EAST SETAUKET,NY,BUSINESS,LOW,2017-05-05,IsPorted,US LEC COMM - NY,,
5035713488,KAISER PERMANEN,9800 SE SUNNYSIDE RD,97015-9750,CLACKAMAS,OR,BUSINESS,LOW,2016-02-25,"IsMailable,IsPorted",MCIMETRO ATS LLC,,
9259621800,BERKELEY EMERGENCY MEDICAL GROUP INC CLINICS,2000 CROW CANYON PL STE 235,94583-1367,SAN RAMON,CA,BUSINESS,HIGH,2018-08-10,"IsMailable,IsConnected,IsPorted",PEERLESS NTWK - CA,80490000,OFFICES OF HEALTH PRACTITIONER
8632936359,INHEALTH MEDICA,,,,,RESIDENTIAL,MED,2018-08-20,"IsConnected,IsPorted",BRIGHT HOUSE NTWS FL,,
7023826970,LACAYO MDBUS ENRIQUE ACCT PHYSICIANS SURGEONS,2010 GOLDRING AVE,89106-4002,LAS VEGAS,NV,BUSINESS,HIGH,2019-08-28,"IsMailable,IsConnected,IsPorted",COMCAST - NV,"80110102,80110000","ENDOCRINOLOGIST,OFFICES AND CLINICS OF MEDICAL DOCTORS"
7759824100,RENOWN HEALTH RENOWN REGIONAL MEDICAL CENTER,1155 MILL ST,89502-1576,RENO,NV,BUSINESS,HIGH,,"IsMailable,IsConnected",NEVADA BELL,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
9723829292,DOCTORS OF INTERNAL MEDICINE PHYSICIANS SURGEONS,240 ADRIATIC PKWY,75072-8278,MCKINNEY,TX,BUSINESS,HIGH,2018-03-12,"IsMailable,IsConnected,IsPorted","ONVOY, LLC - TX",,
2813570669,H NW,,77375,TOMBALL,TX,BUSINESS,MED,,IsConnected,SOUTHWESTERN BELL,,
4156483022,S F CITY & COUNTY,1050 WISCONSIN ST,94107-3328,SAN FRANCISCO,CA,BUSINESS,HIGH,,"IsMailable,IsConnected",PACIFIC BELL,"80490000,80110000","OFFICES OF HEALTH PRACTITIONER,OFFICES AND CLINICS OF MEDICAL DOCTORS"
2696865887,ALLEGAN MEDICAL CLINIC,551 LINN ST,49010-1595,ALLEGAN,MI,BUSINESS,LOW,2011-07-26,"IsMailable,IsPorted",CHARTER FIBERLINK MI,,
7277817080,BAY DERMATOLOGY & COSMETIC SURGERY PA,8220 US HIGHWAY 19,34668-6639,PORT RICHEY,FL,BUSINESS,LOW,2018-08-23,"IsMailable,IsPorted",BANDWIDTH.COM - FL,,
5084879395,OUTER CAPE HEALTH SERVICES PHYSICIANS SURGEONS,48 HARRY KEMP WAY,02657-1645,PROVINCETOWN,MA,BUSINESS,HIGH,2014-09-05,"IsMailable,IsConnected,IsPorted",COMCAST PHONE - MA,,
7605999545,ONCOLOGY THERAPIES OF VISTA MEDICAL CENTERS,916 SYCAMORE AVE,92081-7815,VISTA,CA,BUSINESS,HIGH,2012-04-05,"IsMailable,IsConnected,IsPorted",COX CA TELCOM - CA,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
5032152392,PROVIDENCE AMBULATORY CARE & EDUCATION PACE CLINIC,,97214,PORTLAND,OR,BUSINESS,LOW,,,QWEST CORPORATION,,
5028636104,GEORGETOWN INTE,,40324,GEORGETOWN,KY,BUSINESS,MED,2014-12-01,"IsConnected,IsPorted",TIME WARNER CABLE-KY,,
7737021351,UNIVERSITY OF CHICAGO PHYSICIANS GROUP,5758 S MARYLAND AVE,60637-1426,CHICAGO,IL,BUSINESS,LOW,2013-09-16,"IsMailable,IsPorted",TELEPORT COMM AM-IL,,
3177383335,MITCH G CORNETT,1300 W JEFFERSON ST,46131-9120,FRANKLIN,IN,RESIDENTIAL,HIGH,,"IsMailable,IsConnected",CENTURYLINK,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
8479331272,ENDAL T MEKONEN,6325 N SHERIDAN RD APT 1108,60660-1724,CHICAGO,IL,RESIDENTIAL,LOW,2016-05-12,"IsMailable,IsPorted",YMAX COMMS CORP. IL,,
5182664502,WATERVLIETARSNL,,,,,BUSINESS,MED,2008-03-14,"IsConnected,IsPorted",LEVEL3 TELECOM OF NY,,
4105500460,JOHNS HOPKINS H,600 N WOLFE ST,21287-0005,BALTIMORE,MD,BUSINESS,LOW,,"IsMailable,IsPossibleDisconnected,INF",VERIZON MARYLAND INC,,
8435377881,MCLEOD HEALTH CHERAW HOSPITALS,711 CHESTERFIELD HWY,29520-7002,CHERAW,SC,BUSINESS,HIGH,,"IsMailable,IsConnected",BELLSOUTH SO BELL,80620000,GENERAL MEDICAL AND SURGICAL HOSPITALS
9729817270,NARCISA A DUSA MD PHYSICIANS SURGEONS,6200 W PARKER RD,75093-8185,PLANO,TX,BUSINESS,HIGH,,"IsMailable,IsConnected",FRONTIER COMM OF TX,,
6038709150,WOMENS HEALTH SALEM,18 KEEWAYDIN DR,03079-2839,SALEM,NH,BUSINESS,LOW,2014-04-24,"IsMailable,IsPorted,IsPossibleDisconnected,INF",COMCAST PHONE - NH,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
8177022839,JPS HLTH NETWOR,,76111,FORT WORTH,TX,BUSINESS,LOW,,,SOUTHWESTERN BELL,,
9789983680,LHBS,,,,,BUSINESS,MED,2012-11-13,"IsConnected,IsPorted",CTC COMMS CORP. - MA,,
2065984377,UW MED CNTR,,98105,SEATTLE,WA,BUSINESS,LOW,2018-03-22,IsPorted,"ONVOY, LLC - WA",80110102,ENDOCRINOLOGIST
7737356254,MERCY HOSPITAL MEDICAL CTR,,,,,BUSINESS,LOW,2017-06-02,"IsPorted,IsPossibleDisconnected,INF",FIRST COMMUNICATIONS,,
7275282272,WEST COAST NEUROLOGY PA,5649 49TH ST N,33709-2105,SAINT PETERSBURG,FL,BUSINESS,LOW,2018-03-06,"IsMailable,IsPorted",BRIGHT HOUSE NTWS FL,,
8142246204,NASON HOSPITAL RADIOLOGY,,16673,ROARING SPRING,PA,BUSINESS,MED,,IsConnected,CENTURYLINK,,
3193562229,UNIVERSITY OF IOWA,,52240,IOWA CITY,IA,BUSINESS,MED,,IsConnected,QWEST CORPORATION,80110400,PSYCHIATRISTS AND PSYCHOANALYSTS
6315675834,B ES,,11782,SAYVILLE,NY,RESIDENTIAL,MED,2017-12-21,"IsConnected,IsPorted",CABLEVSN LGHTPATH NY,,
5625954718,RICHARD BERKSON MD PHYSICIANS GENERAL,1868 PACIFIC AVE,90806-6113,LONG BEACH,CA,BUSINESS,HIGH,2018-06-06,"IsMailable,IsConnected,IsPorted",VONAGE NETWORK INC.,,
4239297546,TIMOTHY L GARDNER,1009 N STATE OF FRANKLIN RD,37604-3693,JOHNSON CITY,TN,RESIDENTIAL,HIGH,2009-03-06,"IsMailable,IsConnected,IsPorted",MOUNTAINET TELCO -VA,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
9089340555,ROBERT A SUSSMAN MD PHYSICIANS GENERAL,1 SPRINGFIELD AVE,07901-4055,SUMMIT,NJ,BUSINESS,HIGH,2017-12-11,"IsMailable,IsConnected,IsPorted",MCIMETRO ATS LLC,"80110401,80110400,80110000,80310000","PSYCHIATRIC CLINIC,PSYCHIATRISTS AND PSYCHOANALYSTS,OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
2314872250,PETOSKEY CHILD HEALTH ASSOCIATES PC,2390 E MITCHELL RD,49770,PETOSKEY,MI,BUSINESS,LOW,2017-12-12,"IsPorted,IsPossibleDisconnected,INF",TELNET WORLDWIDE INC,80110300,MEDICAL INSURANCE ASSOCIATIONS
3026514000,DUPONT HOSPITAL FOR CHILDREN GENERAL INFORMATION,1600 ROCKLAND RD,19803-3607,WILMINGTON,DE,BUSINESS,HIGH,2019-04-24,"IsMailable,IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - DE,"80110000,80310000,80620000,80490000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS,GENERAL MEDICAL AND SURGICAL HOSPITALS,OFFICES OF HEALTH PRACTITIONER"
6262471192,PACIFIC HEMATOLOGY AND ONCOLOGY INSTITUTE,612 W DUARTE RD STE 804,91007-9250,ARCADIA,CA,BUSINESS,HIGH,2018-12-20,"IsMailable,IsConnected,IsPorted",PACIFIC BELL,,
4148787001,None,None,None,None,None,None,None,None,None,None,None,None
7137947400,ZHANG,2002 HOLCOMBE BLVD,77030-4211,HOUSTON,TX,RESIDENTIAL,LOW,,IsMailable,SOUTHWESTERN BELL,,
5192535253,CANCER PROGRAM WINDSOR REGL,2220 KILDARE RD,N8W 2X3,WINDSOR,ON,BUSINESS,HIGH,,IsConnected,BELL ONTARIO,"80620000,80110000","GENERAL MEDICAL AND SURGICAL HOSPITALS,OFFICES AND CLINICS OF MEDICAL DOCTORS"
6602627393,SAINT LUKES HEA,,,,,BUSINESS,MED,2018-06-27,"IsConnected,IsPorted",CENTURYLINK COMM,,
6142477776,OHIO STATE UNIVERSITY,,43210,COLUMBUS,OH,BUSINESS,MED,2016-03-17,"IsConnected,IsPorted",TELEPORT COMM AM-OH,,
8323344011,BLUE FISH PEDIATRICS,,,,,UNKNOWN,MED,2017-06-19,IsPorted,LOGIX COMM - TX,,
3149965900,BAN DAVID MD,3009 N BALLAS RD STE 315,63131-2324,SAINT LOUIS,MO,BUSINESS,HIGH,,"IsMailable,IsConnected",SOUTHWESTERN BELL,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
9702040300,ASSOCIATES IN FAMILY MEDICINE ERIC R RICHARDS AC,3519 RICHMOND DR STE A,80526-5993,FORT COLLINS,CO,BUSINESS,HIGH,2010-07-06,"IsMailable,IsConnected,IsPorted",QWEST CORPORATION,,
3149970554,DENISE R THURMOND MSW LCS SOCIAL WORKERS,11525 OLDE CABIN RD,63141-7146,SAINT LOUIS,MO,BUSINESS,HIGH,2009-01-16,"IsMailable,IsConnected,IsPorted",WINDSTREAM NUVOX-MO,"80110000,80310000,80110102,80490000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS,ENDOCRINOLOGIST,OFFICES OF HEALTH PRACTITIONER"
7186307369,NYU,,,,,BUSINESS,MED,2017-08-22,"IsConnected,IsPorted","ONVOY, LLC  NY",,
8282130594,MISSION HOSPITALS,,28801,ASHEVILLE,NC,BUSINESS,MED,2019-03-20,"IsConnected,IsPorted",TELEPORT COM AM - NC,,
6142556900,CENTRAL OHIO HOSPITALISTS INC NONE,3545 OLENTANGY RIVER RD,43214-3907,COLUMBUS,OH,BUSINESS,HIGH,2014-12-18,"IsMailable,IsConnected,IsPorted",LEVEL3 TELECOM OF OH,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
3362866565,CENTRAL CAROLINA OBSTETRICS GYNECOLOGY PHYSICIANS,3200 NORTHLINE AVE STE 130,27408-7600,GREENSBORO,NC,BUSINESS,HIGH,2012-03-30,"IsMailable,IsConnected,IsPorted",TIME WARNER COMM NC,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
5135584194,STEVEN S AGABEGI MD,,,,,UNKNOWN,MED,,,CINCINNATI BELL,,
2073736848,MICHAEL C MACDONALD MD PHYSICIANS SURGEONS,22 STATION AVE,04011-2092,BRUNSWICK,ME,BUSINESS,HIGH,,"IsMailable,IsConnected",CONSOLIDATED NE,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
2154566948,ALBERT EINSTEIN HEALTHCARE NETWORK,5401 OLD YORK RD,19141-3030,PHILADELPHIA,PA,BUSINESS,LOW,2019-04-05,"IsMailable,IsPorted",BLOCK LINE SYS-PA,,
4078623400,CHERYL I OH MD,2137 W STATE ROAD 434,32779-4983,LONGWOOD,FL,BUSINESS,LOW,2017-08-08,"IsMailable,IsPorted,IsPossibleDisconnected,INF",BRIGHT HOUSE NTWS FL,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
8187082575,CHRISTINA FRIAR,4851 ENFIELD AVE,91316-4202,ENCINO,CA,RESIDENTIAL,LOW,,IsMailable,PACIFIC BELL,,
2147483647,JANICE BRANDOW,,N2C1Y1,KITCHENER,ON,RESIDENTIAL,HIGH,2018-10-30,"IsConnected,IsPorted","ONVOY, LLC - TX",75130000,"TRUCK RENTAL AND LEASING, NO DRIVERS"
3173552800,SUNITA PREMKUMAR MD PHYSICIANS SURGEONS,2040 N SHADELAND AVE STE 130,46219-1727,INDIANAPOLIS,IN,BUSINESS,HIGH,2016-04-05,"IsMailable,IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - IN,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
8282131111,MISSION ST JOSEPHS HEALTH SYSTEM HOSPITALS AND,509 BILTMORE AVE,28801-4601,ASHEVILLE,NC,BUSINESS,HIGH,2019-03-20,"IsMailable,IsConnected,IsPorted",TELEPORT COM AM - NC,"80620000,80990000","GENERAL MEDICAL AND SURGICAL HOSPITALS,HEALTH AND ALLIED SERVICES, NEC"
4198255151,MERCY LABORATORIES,1 TURTLE CREEK CIR STE F,43558-8539,SWANTON,OH,BUSINESS,LOW,2016-09-10,"IsMailable,IsPorted",BUCKEYE TELESYS - OH,,
3139168078,HENRY FORD HEALTH SYSTEM,,48101,ALLEN PARK,MI,BUSINESS,MED,2018-01-17,"IsConnected,IsPorted",WEST TELECOM SVC-MI,,
4237640987,MOUNTAIN EMPIRE NEUROLOGICAL ASSOC PHYSICIANS,3183 W STATE ST STE 1201,37620-1713,BRISTOL,TN,BUSINESS,HIGH,2010-09-09,"IsMailable,IsConnected,IsPorted",CHARTER FIBERLINK TN,,
2014931717,COMPREHENSIVE DERMATOLOGY LASER CENTER PHYSICIANS,1200 E RIDGEWOOD AVE STE 209,07450-3937,RIDGEWOOD,NJ,BUSINESS,HIGH,2018-02-28,"IsMailable,IsConnected,IsPorted",CABLEVSN LGHTPATH NJ,80310000,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS
5034946406,ROBERT ORFALY,3181 SW SAM JACKSON PARK RD,97239-3011,PORTLAND,OR,RESIDENTIAL,LOW,,IsMailable,QWEST CORPORATION,,
6175733185,LEAHY CHARLES D MD,243 CHARLES ST,02114-3002,BOSTON,MA,BUSINESS,HIGH,2006-09-12,"IsMailable,IsConnected,IsPorted",PAETEC COMM. - MA,59950000,OPTICAL GOODS STORES
7084505086,MOORE JULIE A PHYSICIANS SURGEONS,675 W NORTH AVE STE 506,60160-1626,MELROSE PARK,IL,BUSINESS,HIGH,2018-09-27,"IsMailable,IsConnected,IsPorted",COMCAST PHONE-IL,,
4198662000,MIDWEST VASCULAR VEIN CENTER PHYSICIANS SURGEONS,7100 ORCHARD CENTRE DR,43528-7978,HOLLAND,OH,BUSINESS,HIGH,2017-08-29,"IsMailable,IsConnected,IsPorted",TIME WARNER CABLE OH,,
6082329945,S KAY,,53705,MADISON,WI,RESIDENTIAL,LOW,2019-06-04,IsPorted,"ONVOY, LLC  WI",80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
9728673627,LORI MURPHY,,75075,PLANO,TX,RESIDENTIAL,MED,2019-04-22,"IsConnected,IsPorted","ONVOY, LLC - TX",,
2604256650,PARKVIEW PHYSICANS GROUPOBGYN DOCTORS,,46819,FORT WAYNE,IN,BUSINESS,HIGH,2014-02-07,"IsConnected,IsPorted",FRONTIER NORTH - IN,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
8183753462,KAISER PERMANEN,13652 CANTARA ST,91402-5423,PANORAMA CITY,CA,BUSINESS,LOW,2015-02-26,"IsMailable,IsPorted",PACIFIC BELL,,
7153875501,DOUGLAS B PETERSON,1000 N OAK AVE,54449-5703,MARSHFIELD,WI,RESIDENTIAL,HIGH,2019-01-10,"IsMailable,IsConnected,IsPorted",TELEPORT COM AM - WI,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
6173558173,CHILDREN'S HOSP,,02445,BROOKLINE,MA,BUSINESS,LOW,,,VERIZON NEW ENGLAND,,
2123059418,ALAN R TALL MD,,,,,BUSINESS,MED,2017-06-28,"IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - NY,,
7146195391,ABEO MANAGEMENT,,92701,SANTA ANA,CA,BUSINESS,LOW,2017-04-14,"IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - CA,,
8565666853,UNIVERSITY OF MEDICINE DENTISTRY OF NEW JERSEY,40 E LAUREL RD,08084-1350,STRATFORD,NJ,BUSINESS,HIGH,2017-02-03,"IsMailable,IsConnected,IsPorted",PAETEC COMM - NJ,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
9182725355,SOKOLOSKY ED,1102 N MAIN ST,74055-5571,OWASSO,OK,BUSINESS,LOW,2018-01-22,"IsMailable,IsPorted",BANDWIDTH.COM - OK,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
4157514914,E SF,,94143,SAN FRANCISCO,CA,RESIDENTIAL,LOW,2019-07-22,IsPorted,PEERLESS NTWK - CA,,
7738344064,UNIVERSITY OF CHICAGO,,,,,BUSINESS,LOW,2013-09-18,IsPorted,TELEPORT COMM AM-IL,,
6509624690,DOMINICK A CURATOLA MDALTOS CARDIOVASCULAR,2490 HOSPITAL DR STE 311,94040-4126,MOUNTAIN VIEW,CA,BUSINESS,HIGH,,"IsMailable,IsConnected",PACIFIC BELL,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
9403280788,EPI,,76067,MINERAL WELLS,TX,BUSINESS,MED,2009-07-30,"IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - TX,,
5055539750,CARL BROWN,,87106,ALBUQUERQUE,NM,RESIDENTIAL,LOW,2013-05-05,"IsPorted,IsWireless",VERIZON WIRELESS-NM,,
2167785909,KADROFSKE MARK MD,,44102,CLEVELAND,OH,BUSINESS,HIGH,2019-09-12,"IsConnected,IsPorted",TELEPORT COMM AM-OH,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
5013641448,C AR,,72212,LITTLE ROCK,AR,,MED,,IsConnected,WINDSTREAM COMM AR,,
7709236400,BICOUNTY GWINETTE PEDIATRICS 999001,976 KILLIAN HILL RD SW,30047-3102,LILBURN,GA,BUSINESS,HIGH,2019-02-15,"IsMailable,IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - GA,"63210100,80110000","ACCIDENT AND HEALTH INSURANCE CARRIERS,OFFICES AND CLINICS OF MEDICAL DOCTORS"
7136204000,USAP,,77006,HOUSTON,TX,RESIDENTIAL,MED,2001-03-02,"IsConnected,IsPorted",SOUTHWESTERN BELL,,
3014514950,WITS3,,20812,GLEN ECHO,MD,BUSINESS,LOW,2020-01-23,IsPorted,MCIMETRO ATS LLC,,
5139776700,ROBERT KUNKEL MD PHYSICIANS GENERAL,1775 W LEXINGTON STE 100,45212-3667,CINCINNATI,OH,BUSINESS,HIGH,2019-03-28,"IsMailable,IsConnected,IsPorted",CINCINNATI BELL,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
9525951100,VIRTUAL RADIOLO,11995 SINGLETREE LN STE 500,55344-5349,EDEN PRAIRIE,MN,BUSINESS,LOW,2008-01-23,"IsMailable,IsPorted",LEVEL3 TELECOM OF MN,,
9724422300,PEDIATRIC ASSOCIATES OF WYLIE,501 WOODBRIDGE PKWY,75098-7060,WYLIE,TX,BUSINESS,LOW,2019-04-26,"IsMailable,IsPorted",BANDWIDTH.COM - TX,,
5854732200,SANTOS ALVANI D MD IF NO ANSWER CALL DOCTORS,1000 SOUTH AVE,14620-2733,ROCHESTER,NY,BUSINESS,HIGH,2017-08-23,"IsMailable,IsConnected,IsPorted",LEVEL3 TELECOM OF NY,"80110000,80620000","OFFICES AND CLINICS OF MEDICAL DOCTORS,GENERAL MEDICAL AND SURGICAL HOSPITALS"
5802521136,INTEGRIS HLTH R,,73533,DUNCAN,OK,BUSINESS,LOW,,,SOUTHWESTERN BELL,80490000,OFFICES OF HEALTH PRACTITIONER
9207293100,THEDA CLARK MEDICAL CENTER MAIN NUMBER PATIENT,1516 S COMMERCIAL ST,54956-4802,NEENAH,WI,BUSINESS,HIGH,2010-08-18,"IsMailable,IsConnected,IsPorted",TDS METROCOM - WI,80620000,GENERAL MEDICAL AND SURGICAL HOSPITALS
5092287111,PINNACLE PAIN CENTER,7401 W HOOD PL STE 200,99336-3400,KENNEWICK,WA,BUSINESS,LOW,2007-12-04,"IsMailable,IsPorted,IsPossibleDisconnected,IsPossiblePortableVOIP,INF",LEVEL 3 COMM - WA,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
5182434317,ELLIS MEDICINE RADIATION ONCOLOGY HOSPITALS AND,1101 NOTT ST,12308-2425,SCHENECTADY,NY,BUSINESS,HIGH,2018-07-10,"IsMailable,IsConnected,IsPorted",FIRSTLIGHT FIBER,,
7046371123,NOVANT HEALTH FARRINGTON FAMILY MEDICINE,1035 LINCOLNTON RD STE A,28144-6260,SALISBURY,NC,BUSINESS,HIGH,,"IsMailable,IsConnected",BELLSOUTH SO BELL,"80490000,80110300,80110000,80310000","OFFICES OF HEALTH PRACTITIONER,MEDICAL INSURANCE ASSOCIATIONS,OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
5136366758,BOB DEFOOR,3333 BURNET AVE,45229-3026,CINCINNATI,OH,RESIDENTIAL,LOW,2019-04-25,"IsMailable,IsPorted",CBTS TECH SOL LLC-OH,,
7877405349,ROD R JOSE,,00959,BAYAMON,PR,RESIDENTIAL,LOW,2009-04-06,IsPorted,WORLDNET TELECOM PR,,
7349953764,EMERGENCY PHYSICIANS MEDICAL GROUP MEDICAL,2000 GREEN RD STE 300,48105-1575,ANN ARBOR,MI,BUSINESS,HIGH,2009-11-13,"IsMailable,IsConnected,IsPorted",TALK AMERICA - MI,"87420505,80110000","PLANNING CONSULTANT,OFFICES AND CLINICS OF MEDICAL DOCTORS"
3372898400,DEBORAH JOHNSON MD PHYSICIANS SURGEONS,1211 COOLIDGE BLVD STE 100,70503-2638,LAFAYETTE,LA,BUSINESS,HIGH,2017-08-03,"IsMailable,IsConnected,IsPorted",TELEPORT COM AM - LA,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
3017910600,JOHNS HOPKINS COMMUNITY PHYSCNS STEVEN J BLASH MD,12916 CONAMAR DR STE 204,21742-2773,HAGERSTOWN,MD,BUSINESS,HIGH,2010-02-26,"IsMailable,IsConnected,IsPorted",US LEC OF MD,,
5738822296,UNIVERSITY OF MISSOURICOLUMBIA CARDIOLOGY,205 PARKER HALL APT A,65211-2340,COLUMBIA,MO,BUSINESS,HIGH,2017-10-03,"IsMailable,IsConnected,IsPorted",CENTURYLINK COMM,"82210000,91110000","COLLEGES AND UNIVERSITIES,EXECUTIVE OFFICES"
6022628900,PETER THOMAS KALOS MD ANESTHESIOLOGY PHYSICIANS,2901 N CENTRAL AVE,85012-2700,PHOENIX,AZ,BUSINESS,HIGH,2017-03-08,"IsMailable,IsConnected,IsPorted",MCLEODUSA TEL - AZ,,
4408916500,CLEVELAND UROLOGY,19250 BAGLEY RD STE 107,44130-3348,CLEVELAND,OH,BUSINESS,LOW,2017-02-24,"IsMailable,IsPorted,IsPossibleDisconnected,INF",TIME WARNER CABLE OH,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
9207293000,THEDA CLARK MEDICAL CENTER,,54956,NEENAH,WI,BUSINESS,MED,2010-08-18,"IsConnected,IsPorted",TDS METROCOM - WI,,
2147483647,JANICE BRANDOW,,N2C1Y1,KITCHENER,ON,RESIDENTIAL,HIGH,2018-10-30,"IsConnected,IsPorted","ONVOY, LLC - TX",75130000,"TRUCK RENTAL AND LEASING, NO DRIVERS"
7325493000,CARING DOCTORS MEDICAL CENTER PC CLINICS MEDICAL,240 BRIDGE ST,08840-2292,METUCHEN,NJ,BUSINESS,HIGH,2016-09-29,"IsMailable,IsConnected,IsPorted",CABLEVSN LGHTPATH NJ,,
2059346383,UNIV OF AL AT B,,35205,BIRMINGHAM,AL,BUSINESS,LOW,,,BELLSOUTH SO CNTL,,
4154763134,UNIV OF CA SF U,,,,,BUSINESS,MED,,IsConnected,PACIFIC BELL,,
8586423972,SANDVA,,92037,LA JOLLA,CA,RESIDENTIAL,LOW,,,PACIFIC BELL,,
6126246666,UNIVERSITY OF MINNESOTA NEUROSURGERY SCHOOLS,420 DELAWARE ST SE STE MMC88,55455-6301,MINNEAPOLIS,MN,BUSINESS,HIGH,2014-08-26,"IsMailable,IsConnected,IsPorted",ALLSTREAM,"82210000,91110000","COLLEGES AND UNIVERSITIES,EXECUTIVE OFFICES"
2123057060,COLUMBIA UNIVERSITY MEDICAL CENTER CENTER FOR,161 FORT WASHINGTON AVE,10956,NEW CITY,NY,BUSINESS,LOW,2017-06-28,"IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - NY,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
8013577499,ALLERGY CLINIC PEAK ENT ASSOCIATES,1055 N 300 W STE 401,84604-3306,PROVO,UT,BUSINESS,LOW,2019-12-04,"IsMailable,IsPorted",BANDWIDTH.COM - UT,"80110000,65120200","OFFICES AND CLINICS OF MEDICAL DOCTORS,PROPERTY OPERATION, RETAIL ESTABLISHMENT"
8177352900,UNT HEALTH,800 5TH AVE STE 400,76104-7305,FORT WORTH,TX,BUSINESS,LOW,,IsMailable,SOUTHWESTERN BELL,,
5152241414,DES MOINES ORTHOPAEDIC SURGEONS PC,6001 WESTOWN PKWY,50266-7702,WEST DES MOINES,IA,BUSINESS,LOW,2019-03-27,"IsMailable,IsPorted",CENTURYLINK COMM,"80430000,80110000,80310000","OFFICES AND CLINICS OF PODIATRISTS,OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
6172964000,CARNEY HOSPITAL  MAIN INFO,2100 DORCHESTER AVE,02124-5615,DORCHESTER CENTER,MA,BUSINESS,LOW,2018-02-27,"IsMailable,IsPorted,IsPossibleDisconnected,INF",PAETEC COMM. - MA,"80620000,58120700","GENERAL MEDICAL AND SURGICAL HOSPITALS,SEAFOOD RESTAURANTS"
8323257211,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT,,77002,HOUSTON,TX,BUSINESS,MED,2018-03-30,"IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - TX,"80110000,83220000","OFFICES AND CLINICS OF MEDICAL DOCTORS,INDIVIDUAL AND FAMILY SERVICES"
7188834313,QUEENS N HHC,,,,,RESIDENTIAL,MED,2017-05-18,"IsConnected,IsPorted",VERIZON NEW YORK INC,,
