RECSEQ	EMPPID	ORDER_NO	LINE_NO	CANCEL_DATE	CATALOG_ID	PROMO_CD	SHIPTO_CUSTID	BILLTO_CUSTID	PRODUCT_NO	QTY_CANCELLED	PRICE_EACH	TAX_EACH	OTHER_CHARGE	DISCOUNT_EACH	REASON_CODE	REASON_DESC	CAMPAIGN_CODE	DEMO_CODE	INSERT_DTM	UPDATE_DTM	PRODUCT_DESC	VENDOR_NUMBER	VENDOR_NAME	PRODUCT_COST	DISCONTINUED	THEME_CODE	PRODLINE_DESC	AMA_PROD_NO	PRODUCT_LINE	PROMO_DESC	QTY_MAILED
0000000324	0000228595	46009142	002000	2018/11/14 00:00:00	CIX	CIX	37105771	37105770	OP512919	0000000001	000053.92	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT CHANGES 20199781622027545	368278	CJK GROUP INC	4.27	N	4150AC34	Coding And Reimbursements	OP512919	3	ONLINE CATALOG ORD MEMBER	00498962
0000000325	0000231838	46020884	001000	2019/01/07 00:00:00	LPC	LPCC5X56	36534993	36534993	OP396319	0000000001	000128.70	0000000000	0000000000	0000000000		NONE	LPC	C5X56			Basics of Intervent Rad 20199781631512193	814880	MEDLEARN	100.10	N	4150BP47	Coding And Reimbursements	OP396319	3		
0000000326	0000232750	46093832	001000	2019/06/10 00:00:00	UUV	UUVV419	68147439	68147439	CE4925052	0000000001	000306.00	0000000000	0000000000	0000000000		NONE	UUV	V419			Clin Exam Radiology 2 YR AAB	000000	*NONE	.00	N	2644AC29	Coding And Reimbursements	CE4925052	3		
0000000327	0000233737	46126201	001000	2019/09/17 00:00:00	4BO	4BOOK20	44530978	44530978	OP201420	0000000040	000087.16	0000000000	0000000000	0000000000		NONE	4BO	OK20			ICD10CM 2020 - GUIDELINES9781622029235	433691	OPTUM360	15.79	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000000328	0000234933	45987687	008000	2019/01/14 00:00:00	UUV	UUVV218	17292968	17292968	OP231519	0000000001	000104.95	0000000000	0000000000	0000000000		NONE	UUV	V218			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000000329	0000235543	46087831	001000	2019/08/06 00:00:00	THH	THHA13	33239352	33239352	EB054120	0000000001	000087.95	0000000000	0000000000	0000000000		NONE	THH	A13			CPT STANDARD 2020 EB9781622028979	000000	*NONE	.00	Y	4145AC35	Coding And Reimbursements	EB054120	3		
0000000330	0000236477	45999079	001003	2019/01/25 00:00:00	UUV	UUVV218	41919285	60960988	NC120118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UUV	V218			CPT 2019 Data File_PLA Q1 Updt	000000	*NONE	.00	Y	2654AAA	Coding And Reimbursements	NC120118	3		
0000000331	0000237074	45857924	004000	2019/01/30 00:00:00	UNK	UNKMC	01875368	01875368	BI505415	0000000001	000019.95	0000000000	0000000000	0000000000		NONE	UNK	MC			BI-CPT Asst Nwltr- Apr 2015	000405	DARWILL PRESS	.00	N	4150AC29	Coding And Reimbursements	BI505415	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000332	0000238776	45995668	001010	2019/01/25 00:00:00	AMA	AMAINT0	36921827	36921827	NC120118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	AMA	INT0			CPT 2019 Data File_PLA Q1 Updt	000000	*NONE	.00	Y	2654AAA	Coding And Reimbursements	NC120118	3		
0000000333	0000238829	46039546	004000	2019/01/07 00:00:00	TGMM	TGMA10	30335619	30335619	OP059619	0000000001	000061.56	0000000000	0000000000	0000000000		NONE	TGM	A10			MEDIACRE RBRVS 20199781622027811	000000	*NONE	4.95	N	4150AC28	Coding And Reimbursements	OP059619	3		
0000000334	0000240082	46032761	002000	2018/12/20 00:00:00	4BO	4BOOK20	34290069	34290069	OP214418	0000000040	000092.76	0000000000	0000000000	0000000000		NONE	4BO	OK20			AHA ICD10CM&PCS HB W/O ANS 189781556484339	702279	HEALTH FORUM	67.77	N	4150BQ90	Coding And Reimbursements	OP214418	3		
0000000335	0000240271	45983077	005000	2018/12/17 00:00:00	TGM	TGMA10	33978442	33978442	OP059619	0000000001	000074.96	0000000000	0000000000	0000000000		NONE	TGM	A10			MEDIACRE RBRVS 20199781622027811	000000	*NONE	4.95	N	4150AC28	Coding And Reimbursements	OP059619	3		
0000000336	0000240271	45983077	004000	2018/12/17 00:00:00	TGM	TGMA10	33978442	33978442	OP231519	0000000001	000078.71	0000000000	0000000000	0000000000		NONE	TGM	A10			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000000337	0000240271	45983077	007000	2018/12/17 00:00:00	TGM	TGMA10	33978442	33978442	OP263419	0000000001	000152.96	0000000000	0000000000	0000000000		NONE	TGM	A10			AAB-CPT CE 2019: OB/GYN9781622027606	000000	*NONE	.00	N	4150AC62	Coding And Reimbursements	OP263419	3		
0000000338	0000240271	45983077	006000	2018/12/17 00:00:00	TGM	TGMA10	33978442	33978442	OP514419	0000000001	000070.51	0000000000	0000000000	0000000000		NONE	TGM	A10			AAB-CPT CHANGES 20199781622027545	000000	*NONE	.00	N	4150AC34	Coding And Reimbursements	OP514419	3		
0000000339	0000240959	45961714	001004	2018/05/03 00:00:00	UNK	UNKMC	35735136	35735136	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000340	0000240959	45961714	001005	2018/05/03 00:00:00	UNK	UNKMC	35735136	35735136	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000341	0000241082	45925919	003000	2017/12/21 00:00:00	FZB	FZBA10	30530486	30530486	ER407918	0000000001	000021.95	0000000000	0000000000	0000000000		NONE	FZB	A10			ERC-CPT-'18-PATHOLOGY/LAB9781622026302	928261	BADGER PRESS	1.75	N	4150AC21	Coding And Reimbursements	ER407918	3		
0000000342	0000241208	46000886	003000	2018/12/11 00:00:00	CIX	CIX	37008585	37008584	OP231519	0000000001	000073.47	0000000000	0000000000	0000000000		NONE	CIX	UNK			HCPCS 2019 SPIRAL9781622027798	000000	*NONE	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3	ONLINE CATALOG ORD MEMBER	00498962
0000000343	0000247587	45922217	004000	2017/12/26 00:00:00	FZBM	FZBA11	33037951	33037951	OP231518	0000000001	000073.55	0000000000	0000000000	0000000000		NONE	FZB	A11			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000000344	0000248826	45992214	004000	2019/02/15 00:00:00	CIXM	CIX	36865625	30496453	OP059619	0000000001	000052.47	0000000000	0000000000	0000000000		NONE	CIX	UNK			MEDICARE RBRVS 20199781622027811	174812	PA HUTCHINSON	6.67	N	4150AC28	Coding And Reimbursements	OP059619	3	ONLINE CATALOG ORD MEMBER	00498962
0000000345	0000249236	45991677	001000	2019/01/30 00:00:00	AMAM	AMAINT0	68536541	68536541	BI034109	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	AMA	INT0			BI-Guides Newsletter Sep/Oct09	000000	*NONE	.00	N	4150AC29	Coding And Reimbursements	BI034109	3		
0000000346	0000249873	46110573	001000	2019/10/21 00:00:00	CIX	CIX	38177932	38177932	EP054120	0000000001	000118.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT PRO 20209781622028986	861190	LSC COMMUNICATIONS	6.70	N	4150AC36	Coding And Reimbursements	EP054120	3	ONLINE CATALOG ORD MEMBER	00498962
0000000347	0000250388	45922090	002000	2018/01/17 00:00:00	CIXM	CIX	34823042	34823041	OP231518	0000000001	000079.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3	ONLINE CATALOG ORD MEMBER	00498962
0000000348	0000250640	45953537	001004	2018/05/03 00:00:00	UNK	UNKMC	54781334	54781334	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000349	0000250640	45953537	001005	2018/05/03 00:00:00	UNK	UNKMC	54781334	54781334	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000350	0000250932	45969620	001000	2018/09/25 00:00:00	CIX	CIX	36320756	36320756	EP054119	0000000001	000116.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3	ONLINE CATALOG ORD MEMBER	00498962
0000000351	0000251025	46005972	001030	2019/01/14 00:00:00	CIXM	CIX	37063653	37063653	OP231519	0000000001	000075.15	0000000000	0000000000	0000000000		NONE	CIX	UNK			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3	ONLINE CATALOG ORD MEMBER	00498962
0000000352	0000251198	45941559	003000	2018/02/19 00:00:00	CIXM	CIX	27613029	27613029	EB059618	0000000001	000069.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			RBRVS 2018 PHYSICIANS GUIDE EB9781622026159	000000	*NONE	.00	N	4145AC28	Coding And Reimbursements	EB059618	3	ONLINE CATALOG ORD MEMBER	00498962
0000000353	0000251575	45988183	003000	2018/08/08 00:00:00	CIX	CIX	32720129	32720129	OP201419	0000000003	000070.82	0000000000	0000000000	0000000000		NONE	CIX	UNK			ICD10CM 2019 W_ GUIDELINES9781622027736	000000	*NONE	19.50	N	4150BQ44	Coding And Reimbursements	OP201419	3	ONLINE CATALOG ORD MEMBER	00498962
0000000354	0000251575	45988183	002000	2018/08/08 00:00:00	CIX	CIX	32720129	32720129	OP231519	0000000001	000068.22	0000000000	0000000000	0000000000		NONE	CIX	UNK			HCPCS 2019 SPIRAL9781622027798	000000	*NONE	12.60	N	4150BP36	Coding And Reimbursements	OP231519	3	ONLINE CATALOG ORD MEMBER	00498962
0000000355	0000252855	45935425	001020	2019/04/10 00:00:00	UNK	UNKMC	35257225	35257225	NC030118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q2 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC030118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000356	0000252855	45935425	001030	2019/04/10 00:00:00	UNK	UNKMC	35257225	35257225	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000357	0000252855	45935425	001040	2019/04/10 00:00:00	UNK	UNKMC	35257225	35257225	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000358	0000252855	45935425	013000	2019/04/10 00:00:00	UNK	UNKMC	35257225	35257225	NC120117	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q1 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC120117	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000359	0000255968	46029999	001000	2018/12/11 00:00:00	4BO	4BOOK20	92011081	92011081	EP054119	0000000011	000093.56	0000000000	0000000000	0000000000		NONE	4BO	OK20			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000360	0000256504	46092959	001002	2019/09/12 00:00:00	THHM	THHA13	42368014	67115897	OP201420	0000000003	000072.12	0000000000	0000000000	0000000000		NONE	THH	A13			ICD10CM 2020 - GUIDELINES9781622029235	000000	*NONE	15.49	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000000361	0000256504	46092959	006002	2019/09/12 00:00:00	THHM	THHA13	42368014	67115897	OP201420	0000000001	000076.21	0000000000	0000000000	0000000000		NONE	THH	A13			ICD10CM 2020 - GUIDELINES9781622029235	000000	*NONE	15.49	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000000362	0000258195	45924680	006000	2018/01/22 00:00:00	FYTM	FYTA10	33399520	33399520	OP059618	0000000001	000053.96	0000000000	0000000000	0000000000		NONE	FYT	A10			RBRVS 2018 PHYSICIANS GUIDE9781622026142	000000	*NONE	4.95	N	4150AC28	Coding And Reimbursements	OP059618	3		
0000000363	0000258195	45924680	010000	2018/01/22 00:00:00	FYTM	FYTA10	33399520	33399520	OP263618	0000000008	000128.20	0000000000	0000000000	0000000000		NONE	FYT	A10			AAB-CPT CE 2018: OPHTHALMOLOGY9781622027095	000000	*NONE	.00	N	4150AC63	Coding And Reimbursements	OP263618	3		
0000000364	0000258309	46131125	001000	2019/10/01 00:00:00	4BO	4BOOK20	25039855	25039855	EP054119	0000000005	000093.56	0000000000	0000000000	0000000000		NONE	4BO	OK20			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000365	0000258309	46131125	002000	2019/10/01 00:00:00	4BO	4BOOK20	25039855	25039855	OP201419	0000000003	000087.16	0000000000	0000000000	0000000000		NONE	4BO	OK20			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000366	0000258313	45987957	002000	2018/10/09 00:00:00	TGK	TGKA12	27462028	27462028	EP054119	0000000005	000081.87	0000000000	0000000000	0000000000		NONE	TGK	A12			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000367	0000258313	45987957	007000	2018/10/09 00:00:00	TGK	TGKA12	27462028	27462028	EP054119	0000000001	000093.56	0000000000	0000000000	0000000000		NONE	TGK	A12			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000368	0000258313	45987957	010000	2018/10/09 00:00:00	TGK	TGKA12	27462028	27462028	OP083419	0000000006	000134.95	0000000000	0000000000	0000000000		NONE	TGK	A12			OPTUM DRG EXPERT 20199781622544103	433691	OPTUM360	78.27	N	4150BP71	Coding And Reimbursements	OP083419	3		
0000000369	0000258313	45987957	009000	2018/10/09 00:00:00	TGK	TGKA12	27462028	27462028	OP108719	0000000005	000089.21	0000000000	0000000000	0000000000		NONE	TGK	A12			AAB-HCPCS 20199781622027798	000000	*NONE	.00	N	4150BP36	Coding And Reimbursements	OP108719	3		
0000000370	0000258313	45987957	003000	2018/10/09 00:00:00	TGK	TGKA12	27462028	27462028	OP201419	0000000005	000076.27	0000000000	0000000000	0000000000		NONE	TGK	A12			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000371	0000258313	45987957	008000	2018/10/09 00:00:00	TGK	TGKA12	27462028	27462028	OP201419	0000000001	000087.16	0000000000	0000000000	0000000000		NONE	TGK	A12			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000372	0000258313	45987957	004000	2018/10/09 00:00:00	TGK	TGKA12	27462028	27462028	OP231519	0000000001	000073.47	0000000000	0000000000	0000000000		NONE	TGK	A12			HCPCS 2019 SPIRAL9781622027798	000000	*NONE	12.60	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000000373	0000295268	45968184	001003	2018/10/26 00:00:00	UNK	UNKMC	57272050	57272050	NC070218	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			MEDICARE RBRVS UPDATE 3	000000	*NONE	.00	Y	4145AC28	Coding And Reimbursements	NC070218	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000374	0000297274	45996392	001000	2018/09/07 00:00:00	4BO	4BOOK20	66419939	66419939	OP201419	0000000001	000087.16	0000000000	0000000000	0000000000		NONE	4BO	OK20			ICD10CM 2019 W_ GUIDELINES9781622027736	000000	*NONE	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000375	0000298865	45960954	001000	2018/01/25 00:00:00	CIX	CIX	35999796	35999795	OP259818	0000000003	000179.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT CE 2018: ANESTHESIOLOGY9781622027125	035217	DECISION HEALTH	40.45	N	4150AC66	Coding And Reimbursements	OP259818	3	ONLINE CATALOG ORD MEMBER	00498962
0000000376	0000299367	46099583	002000	2019/09/09 00:00:00	4BO	4BOOK20	46700491	46700491	OP231520	0000000018	000083.96	0000000000	0000000000	0000000000		NONE	4BO	OK20			HCPCS 2020 SPIRAL9781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP231520	3		
0000000377	0000299398	46099582	002000	2019/09/09 00:00:00	4BO	4BOOK20	11134332	11134332	OP231520	0000000012	000083.96	0000000000	0000000000	0000000000		NONE	4BO	OK20			HCPCS 2020 SPIRAL9781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP231520	3		
0000000378	0000299579	45981752	004003	2018/06/08 00:00:00	TGDM	TGDA11	15166216	80070462	AP142618	0000000036	000029.42	0000000000	0000000000	0000000000		NONE	TGD	A11			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142618	3		
0000000379	0000299579	45981752	004002	2018/06/08 00:00:00	TGDM	TGDA11	15166216	80070462	AP500918	0000000036	000019.61	0000000000	0000000000	0000000000		NONE	TGD	A11			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500918	3		
0000000380	0000299579	45981752	004001	2018/06/08 00:00:00	TGDM	TGDA11	15166216	80070462	AP888818	0000000036	000057.34	0000000000	0000000000	0000000000		NONE	TGD	A11			CPT 2018 PROFESSIONAL EDITION9781622027378	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	AP888818	3		
0000000381	0000301803	45974090	005000	2018/04/26 00:00:00	4RE	4RESELCA	99255445	69612726	OP214418C	0000000200	000084.71	0000000000	0000000000	0000000000		NONE	4RE	SELCA			AHA ICD10CM&PCS HB W/O ANS18CS9781556484339	000000	*NONE	67.77	N	4150BQ90	Coding And Reimbursements	OP214418C	3		
0000000382	0000301803	45990313	005000	2018/08/09 00:00:00	4RE	4RESELCA	99255445	69612726	OP201118C	0000000006	000048.28	0000000000	0000000000	0000000000		NONE	4RE	SELCA			ICD10PCS 2018 CAREER STEP ONLY9781622026067	000000	*NONE	16.20	N	4150BQ45	Coding And Reimbursements	OP201118C	3		
0000000383	0000301803	46117779	003000	2019/09/03 00:00:00	4RE	4RESELCA	99255445	69612726	OP201119C	0000000100	000050.12	0000000000	0000000000	0000000000		NONE	4RE	SELCA			ICD10PCS 2019 CODEBOOK9781622027750	000000	*NONE	20.75	N	4150BQ45	Coding And Reimbursements	OP201119C	3		
0000000384	0000301803	46117779	001000	2019/08/30 00:00:00	4RE	4RESELCA	99255445	69612726	OP214419C	0000000192	000086.96	0000000000	0000000000	0000000000		NONE	4RE	SELCA			AHA ICD10CM&PCS HB W/O ANS19CS9781556484414	000000	*NONE	69.57	N	4150BQ90	Coding And Reimbursements	OP214419C	3		
0000000385	0000302273	45950793	001010	2017/12/22 00:00:00	CIX	CIX	35706923	35706923	NC030118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT 2018 Data File_PLA Q2 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC030118	3	ONLINE CATALOG ORD MEMBER	00498962
0000000386	0000302273	45950793	001020	2017/12/22 00:00:00	CIX	CIX	35706923	35706923	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	ONLINE CATALOG ORD MEMBER	00498962
0000000387	0000302273	45950793	001030	2017/12/22 00:00:00	CIX	CIX	35706923	35706923	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	ONLINE CATALOG ORD MEMBER	00498962
0000000388	0000304747	45961893	001001	2018/02/09 00:00:00	FYX	FYXA10	60367033	60367033	AP142618	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	FYX	A10			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142618	3		
0000000389	0000304747	45961893	001002	2018/02/09 00:00:00	FYX	FYXA10	60367033	60367033	AP500918	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	FYX	A10			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500918	3		
0000000390	0000305088	45952549	001000	2017/12/18 00:00:00	CIX	CIX	35742341	35742341	OP594018	0000000003	000199.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			OPTUM CODING COMP CARDIO 189781622543052	000250	OPTUM - CUST 130006	115.97	N	4150BP71	Coding And Reimbursements	OP594018	3	ONLINE CATALOG ORD MEMBER	00498962
0000000391	0000305483	45953789	002000	2017/12/20 00:00:00	FYY	FYYA14U	57791941	57791386	OP231518	0000000032	000079.96	0000000000	0000000000	0000000000		NONE	FYY	A14U			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000000392	0000305606	45981537	004000	2018/12/03 00:00:00	TGM	TGMA10	35735805	35735805	OP512919	0000000001	000066.36	0000000000	0000000000	0000000000		NONE	TGM	A10			CPT CHANGES 20199781622027545	368278	CJK GROUP INC	4.27	N	4150AC34	Coding And Reimbursements	OP512919	3		
0000000393	0000306343	45960419	003000	2018/01/24 00:00:00	FXZ	FXZ	49060311	49060311	DS050114	0000000003	000044.95	0000000000	0000000000	0000000000		NONE	FXZ	UNK			CMS1500 0212 LASER 1000	000000	*NONE	12.55	N	4150BP45	Coding And Reimbursements	DS050114	3		
0000000394	0000306807	45957924	001000	2018/01/09 00:00:00	CIX	CIX	35910522	35910521	EB888818	0000000001	000111.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT PROFESSIONAL 2018 EB9781622026012	000000	*NONE	.00	N	4145AC36	Coding And Reimbursements	EB888818	3	ONLINE CATALOG ORD MEMBER	00498962
0000000395	0000307115	45987845	004000	2018/07/23 00:00:00	TGE	TGEA13	89337830	89337830	NC828518	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	TGE	A13			ICD10PCS 2018 CODBK INSTRUCTOR9781622026067	000000	*NONE	.00	N	4150BQ45	Coding And Reimbursements	NC828518	3		
0000000396	0000349214	46085822	004000	2019/09/04 00:00:00	THOM	THOA10	34205885	34205885	AP142620	0000000001	000036.27	0000000000	0000000000	0000000000		NONE	THO	A10			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142620	3		
0000000397	0000349214	46085822	003000	2019/09/04 00:00:00	THOM	THOA10	34205885	34205885	AP500920	0000000001	000021.76	0000000000	0000000000	0000000000		NONE	THO	A10			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500920	3		
0000000398	0000394558	45962699	004000	2018/04/05 00:00:00	CIX	CIX	36065039	36065038	OP085518	0000000002	000329.00	0000000000	0000000000	0000000000		NONE	CIX	UNK			COMPLETE GLOBAL SVC ORTHO 189781625526960	295095	AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS	220.43	N	4150BP47	Coding And Reimbursements	OP085518	3	ONLINE CATALOG ORD MEMBER	00498962
0000000399	0000433685	46100589	002000	2019/09/23 00:00:00	4BO	4BOOK25	31048034	31048034	OP201120	0000000022	000081.71	0000000000	0000000000	0000000000		NONE	4BO	OK25			ICD10PCS 2020 CODEBOOK9781622029266	433691	OPTUM360	14.80	N	4150BQ45	Coding And Reimbursements	OP201120	3		
0000000400	0000433685	46100589	001000	2019/09/23 00:00:00	4BO	4BOOK25	31048034	31048034	OP201420	0000000022	000081.71	0000000000	0000000000	0000000000		NONE	4BO	OK25			ICD10CM 2020 - GUIDELINES9781622029235	433691	OPTUM360	15.79	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000000401	0000434005	45968558	001004	2018/05/03 00:00:00	UNK	UNKMC	61166111	61166111	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000402	0000434005	45968558	001005	2018/05/03 00:00:00	UNK	UNKMC	61166111	61166111	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000403	0000436633	45993563	001000	2018/08/29 00:00:00	TGD	TGDA11	28708635	28708635	NC201419E	0000000002	000000.00	0000000000	0000000000	0000000000		NONE	TGD	A11			ICD10CM 2019 GUIDELINES EDUCAT9781622027736	000000	*NONE	19.50	N	4150BQ44	Coding And Reimbursements	NC201419E	3		
0000000404	0000437543	45963827	002000	2019/01/30 00:00:00	UNK	UNKMC	60170530	60170530	BI034109	0000000001	000029.95	0000000000	0000000000	0000000000		NONE	UNK	MC			BI-Guides Newsletter Sep/Oct09	000000	*NONE	.00	N	4150AC29	Coding And Reimbursements	BI034109	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000405	0000438455	45961487	001000	2018/02/02 00:00:00	FXZ	FXZ	27461080	27461080	EP054118	0000000001	000093.56	0000000000	0000000000	0000000000		NONE	FXZ	UNK			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000406	0000438455	45961487	002000	2018/02/02 00:00:00	FXZ	FXZ	27461080	27461080	OP201418	0000000001	000104.95	0000000000	0000000000	0000000000		NONE	FXZ	UNK			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000000407	0000438455	45961487	005000	2018/02/02 00:00:00	FXZ	FXZ	27461080	27461080	OP268818	0000000001	000134.96	0000000000	0000000000	0000000000		NONE	FXZ	UNK			CPT CE 2018: OB/GYN-USC9781622027088	000000	*NONE	.00	N	4150AC62	Coding And Reimbursements	OP268818	3		
